,locID,lat,lon,data
3912,1148809,37.89,-76.9,3083427.0
3913,1084913,37.05,-79.14,3162312.0
3914,1061614,37.85,-80.14,2966376.0
3915,1069862,36.61,-79.78,3156956.0
3916,1141863,38.69,-77.14,3007087.0
3917,1095819,36.57,-78.7,3189907.0
3918,1099136,37.45,-78.58,3142977.0
3919,1159820,36.61,-76.58,3139474.0
3920,1102940,38.73,-78.42,3014841.0
3921,1060811,36.97,-80.18,3119719.0
3922,1168224,37.25,-76.34,3065765.0
3923,1173632,37.13,-76.18,3107401.0
3924,1128512,37.25,-77.54,3155035.0
3925,1060663,37.77,-80.18,2948579.0
3926,1024591,36.93,-81.78,2967772.0
3927,1076475,36.65,-79.5,3186439.0
3928,1069240,36.97,-79.82,3130173.0
3929,1077928,37.25,-79.42,3150060.0
3930,1111174,37.25,-78.14,3145670.0
3931,1011702,37.05,-82.42,2940664.0
3932,1070424,37.21,-79.74,3129711.0
3933,1092320,36.57,-78.82,3187572.0
3934,1003928,36.93,-82.78,2952729.0
3935,1009932,36.89,-82.5,2978093.0
3936,1082414,36.57,-79.22,3187594.0
3937,1004807,36.69,-82.74,3004511.0
3938,1155479,36.65,-76.7,3169123.0
3939,1109390,36.81,-78.18,3195830.0
3940,1147009,37.29,-76.98,3090559.0
3941,1086318,37.37,-79.06,3135618.0
3942,1108700,39.29,-78.22,2910486.0
3943,1126040,39.29,-77.62,2938882.0
3944,1110199,38.93,-78.14,2998188.0
3945,1120975,37.49,-77.78,3103657.0
3946,1175103,36.65,-76.14,3148051.0
3947,1042789,37.25,-80.94,2937441.0
3948,1121220,36.73,-77.78,3164843.0
3949,1107363,37.01,-78.26,3185576.0
3950,1070465,37.57,-79.74,3078161.0
3951,1146778,36.89,-76.98,3130002.0
3952,1071945,37.33,-79.7,3115612.0
3953,1089523,37.89,-78.94,3055070.0
3954,1177824,37.29,-76.06,3127875.0
3955,1026638,37.09,-81.7,2932388.0
3956,1092171,38.17,-78.82,3094898.0
3957,1133702,37.29,-77.38,3117623.0
3958,1102170,37.93,-78.46,3078273.0
3959,1047204,36.85,-80.74,3088249.0
3960,1032225,36.81,-81.42,3019321.0
3961,1029695,37.01,-81.54,2930671.0
3962,1098778,38.29,-78.58,3055842.0
3963,1099870,36.69,-78.54,3183307.0
3964,1178996,37.57,-76.02,3129961.0
3965,1008791,36.85,-82.54,2985913.0
3966,1128010,36.57,-77.58,3171285.0
3967,1127114,37.69,-77.58,3092064.0
3968,1111700,38.45,-78.1,3039219.0
3969,1112954,37.85,-78.06,3081143.0
3970,1045912,37.29,-80.82,2951330.0
3971,1107776,38.93,-78.26,3001348.0
3972,1191411,37.45,-75.62,3118517.0
3973,1176100,37.01,-76.1,3099358.0
3974,1076582,38.01,-79.5,3051573.0
3975,1088013,36.77,-79.02,3172473.0
3976,1134850,37.17,-77.34,3103126.0
3977,1077097,36.93,-79.46,3163853.0
3978,1020643,36.81,-81.98,2997734.0
3979,1101803,36.93,-78.46,3163116.0
3980,1076891,38.41,-79.46,3019012.0
3981,1121076,36.97,-77.78,3145850.0
3982,1193492,37.93,-75.58,3137185.0
3983,1022988,36.85,-81.86,2993319.0
3984,1118988,38.45,-77.86,3034634.0
3985,1035901,36.61,-81.26,3078751.0
3986,1076035,38.49,-79.5,2973477.0
3987,1147032,37.41,-76.98,3082836.0
3988,1013246,36.85,-82.34,3032450.0
3989,1135362,37.93,-77.34,3047082.0
3990,1042757,36.69,-80.94,3090024.0
3991,1068175,37.33,-79.86,3066541.0
